ID|Term_EN|Term_NO
266700009|Assisted breathing (regime/therapy)|assistert ventilasjon
710970004|Prenatal assessment of breastfeeding (procedure)|vurdering av amming før fødsel
14771000202100|Implementation of pressure relief measures (procedure)|iverksetjing av trykkavlastande tiltak
713120004|Counting fetal movement (regime/therapy)|telling av fosterbevegelser
710156000|Promotion of social support (procedure)|fremjing av sosial støtte
225317005|Restriction of movement (regime/therapy)|bevegelsesrestriksjon
386442002|Socialization enhancement (procedure)|fremjing av sosialisering
709481009|Assessment of knowledge about pain (procedure)|vurdering av kunnskap om smerte
15221000202108|Liaising with the Norwegian labour and welfare administration (procedure)|samarbeid med Nav
12371000202109|Assisting with social interaction (procedure)|hjelp til sosial interaksjon
408902006|Memory loss care assessment (procedure)|vurdering av behandling av hukommelsestap
477581000202102|Information gathering about pain experience (procedure)|kartlegging av erfaring med smerte
385796006|Medication prefill preparation (procedure)|fylling av medisindosett
709511002|Assessment of risk for hospital acquired complication (procedure)|vurdering av risiko for helsetenesteassosiert komplikasjon
1217334008|Management of respiratory device (procedure)|handtering av respirasjonsutstyr
710198002|Counseling about spiritual distress (procedure)|veiledning om åndelig nød
225333008|Behavior management (regime/therapy)|åtferdshandtering
396080005|Medication side effect education (procedure)|undervisning om lækjemiddelbiverknader
711115006|Facilitation of financial recovery (procedure)|tilrettelegging for økonomisk gjeninnhenting
710554006|Assessment of water supply (procedure)|vurdering av vannforsyning
385933006|Edema control education (procedure)|undervisning om ødemkontroll
711281004|Referral to support group (procedure)|henvisning til støttegruppe
122462000|Drainage procedure (procedure)|drenasje
710832002|Assessment of aggressive behavior (procedure)|vurdering av aggressiv atferd
310243009|Nutritional assessment (procedure)|ernæringsvurdering
17636008|Specimen collection (procedure)|prøvetaking
710893009|Education about harmful pattern of substance use (procedure)|undervisning om substansmisbruk
228547007|Reality orientation (regime/therapy)|realitetsorientering
710717000|Education about breast care during prenatal period (procedure)|opplæring i stell av bryst før fødsel
302414003|Removal of clip from skin (procedure)|fjerning av agraff
711066004|Liaising with family (procedure)|samarbeid med pårørende
13341000202107|Activity diary education, guidance and counseling (procedure)|veiledning i bruk av aktivitetsdagbok
709480005|Assessment of hyperalgesia (procedure)|vurdering av hyperalgesi
710055003|Management of aggressive behavior (procedure)|handtering av aggressiv åtferd
410359006|Specimen collection case management (procedure)|håndtering av prøvetaking
371581009|Assessment of coping mechanisms (procedure)|vurdering av mestring
278521000202103|Screening of sexual function (procedure)|kartlegging av seksuell funksjon
410168004|Radiation therapy care education (procedure)|opplæring i pleie ved strålebehandling
1156701004|Liaising with healthcare provider about electrolyte therapy (procedure)|samarbeid med helsepersonell om elektrolyttbehandling
733871008|Assessment of necrosis of skin (procedure)|vurdering av hudnekrose
64374001|Assessment and interpretation of higher cerebral function, aphasia testing (procedure)|vurdering og tolking av høgare cerebral funksjon, afasitesting
410099001|Reality orientation assessment (procedure)|vurdering av realitetsorientering
408873001|Diarrhea care assessment (procedure)|vurdering av diarébehandling
711034009|Reinforcement of personal identity (procedure)|forsterking av personleg identitet
1345183009|Provision of advice about housing (procedure)|tilbod om rådgjeving om buforhold
311401005|Patient education (procedure)|pasientopplæring
13941000202108|Reduction of discomfort (procedure)|redusering av ubehag
17881000202104|Provision of heel protector (procedure)|sørge for hælbeskyttelse
711015009|Assessment of symptom control (procedure)|vurdering av symptomkontroll
710157009|Promotion of self management of symptom (procedure)|fremjing av eigenhandtering av symptom
408875008|Diarrhea care education (procedure)|undervisning om diarébehandling
710923000|Provision of bedtime routine (procedure)|tilrettelegging av rutiner for leggjetid
17081000202107|Assessment of loneliness (procedure)|vurdering av ensomhet
386476006|Touch (regime/therapy)|berøring
410100009|Reality orientation education (procedure)|undervisning om realitetsorientering
711011000|Assessment of urinary status (procedure)|vurdering av urinstatus
385722003|Coping support (regime/therapy)|meistringsstøtte
225391007|Injury assessment (procedure)|vurdering av skade
713145001|Education about immobilization (procedure)|undervisning om immobilisering
51241000|Control of hemorrhage (procedure)|blødningskontroll
424411004|Peripheral pulse taking (procedure)|telling av perifer puls
385934000|Edema control management (procedure)|handtering av ødemkontroll
1237094009|Informing health care professional of presence of implantable cardiac device (procedure)|informering av helsepersonell om at pasienten har implantert hjarteapparat
225357008|Care of pressure injury (regime/therapy)|behandling av trykksår
61310001|Nutrition education (procedure)|undervisning om ernæring
408967003|Contraception care assessment (procedure)|vurdering av prevensjonsbehandling
408936000|Management of prevention of harmful pattern of substance use (procedure)|håndtering av forebygging av mønster for skadelig substansbruk
710964005|Management of negative response to situation (procedure)|handtering av negativ respons på situasjon
57401000087101|Measurement of orthostatic blood pressure (procedure)|måling av ortostatisk blodtrykk
713113006|Provision of medication schedule (procedure)|utlevering av medisineringsplan
447471000202104|Fever chills treatment (procedure)|behandling av feber med frostanfall
3471000202109|Reinforcing communication (procedure)|forsterkning av kommunikasjon
430880004|Self-confidence enhancement (procedure)|forsterking av sjølvtillit
5154007|Speech therapy (regime/therapy)|språkterapi
386422006|Self-esteem enhancement (procedure)|forsterkning av selvfølelse
347381000202101|Conversation with family (procedure)|pårørandesamtale
445048001|Observation of nonverbal communication cues (regime/therapy)|observasjon av nonverbale kommunikasjonssignaler
389082000|Constipation care (regime/therapy)|behandling av obstipasjon
711079008|Demonstration of fall prevention technique (procedure)|demonstrasjon av fallførebyggjande teknikk
17791000202107|Use of municipal meal service (procedure)|bruk av kommunal måltidsteneste
183311000|Passive exercise (regime/therapy)|passiv trening
14831000202105|Promoting positive self image (procedure)|fremming av positivt selvbilde
710918000|Provision of safety device (procedure)|tilgjengeliggjøring av sikkerhetsutstyr
61919008|Giving patient an enema (procedure)|administrasjon av klyster
17521000202102|Assessment of condition of oral cavity (procedure)|vurdering av munnhole
710561005|Assessment of performance at school (procedure)|vurdering av skoleprestasjoner
313420001|Assisting with toileting (regime/therapy)|bistand ved toalettbesøk
709261005|Assessment of breastfeeding (procedure)|vurdering av amming
713379006|Education about dehydration (procedure)|undervisning om dehydrering
712651001|Education about pain (procedure)|undervisning om smerte
710736005|Education about relapse prevention (procedure)|undervisning om tiltak mot tilbakefall
1156958007|Promotion of food and nutrient intake to support target weight and body mass (procedure)|fremjing av mat- og næringsinntak som støttar målvekt og kroppsmasse
709542007|Administration of nutritional supplement (procedure)|administrasjon av næringstilskudd
711113004|Assessment of arterial blood flow using ultrasound (procedure)|vurdering av arteriell blodgjennomstrøyming med ultralyd
710064008|Management of nephrostomy care (procedure)|handtering av nefrostomistell
1269480000|Male perineal care management (procedure)|handtering av nedantilstell hos mann
54657008|Hygiene education (procedure)|undervisning om hygiene
386397008|Providing presence (regime/therapy)|tilstedeværelse
1759002|Assessment of nutritional status (procedure)|vurdering av ernæringsstatus
15101000202108|Validation of emotion (procedure)|validering av følelser
413899004|Compression bandaging (procedure)|kompresjonsbandasjering
410024004|Catheterization of urinary bladder (procedure)|blærekateterisering
1153560007|Education about exposure to communicable disease (procedure)|undervisning om smitteeksponering
497571000202109|Referral to sosionom (procedure)|henvisning til sosionom
385869002|Safety precautions assessment (procedure)|vurdering av sikkerhetstiltak
66391000|Traction (procedure)|strekkbehandling
278631000202100|Promotion of communication (procedure)|fremjing av kommunikasjon
337701000202108|Prevention of impaired urinary system function (procedure)|førebygging av nedsett funksjon i urinvegar
430191008|Management of noninvasive mechanical ventilation (procedure)|handtering av noninvasiv mekanisk ventilasjon
1303494002|Pupillometry (procedure)|pupillometri
1373145004|Thermotherapy with hot packs (procedure)|behandling med varmepakning
386325009|Humor facilitation (procedure)|tilrettelegging for humor
1231388000|Assessment of knowledge of complementary therapy (procedure)|vurdering av kunnskap om alternativ behandling
507631000202102|Assessment of eating developement (procedure)|vurdering av eteutvikling
703968003|Monitoring of fluid output from drain (regime/therapy)|monitorering av drensvæske
1155752006|Liaising with healthcare provider (procedure)|samarbeid med helsepersonell
578441000202101|Assessment of ability to self-administer medication (procedure)|vurdering av evne til å administrere legemiddel selv
182793009|Neurological monitoring regime (regime/therapy)|nevrologisk overvåking
709477009|Assessment of fear about death (procedure)|vurdering av dødsfrykt
637981000202105|Follow-up after use of coersive measures and decision on coersive measures (procedure)|oppfølging etter bruk av tvang og tvangsvedtak
710148003|Promotion of effective urinary elimination (procedure)|fremming av tilfredsstillende vannlating
567941000202102|Prevention of heartburn (procedure)|førebygging av halsbrann
13021000202100|Monitoring signs of hypoglycemia (regime/therapy)|overvaking av teikn på hypoglykemi
870386000|Vasopressor therapy (procedure)|administrasjon av vasopressorer
170190000|Child examination: fontanel (procedure)|undersøking av barn: fontanell
1153547001|Promotion of activity therapy (procedure)|fremming av aktivitetsterapi
410252004|Urinary catheter care education (procedure)|opplæring i stell av urinkateter
1269479003|Female perineal care management (procedure)|håndtering av nedentilstell hos kvinne
711012007|Assessment of transfer injury (procedure)|vurdering av forflyttingsskade
507711000202104|Treatment of hemorrhage (procedure)|behandling av bløding
713092004|Education about use of pill box (procedure)|opplæring i bruk av medisindosett
228589004|Sibling relationships training (procedure)|førebuing til søskenrolle
313082002|Employment education (procedure)|arbeidsrelatert undervisning
228595003|Provision of orthosis (procedure)|sørge for ortose
225885004|Health assessment (procedure)|helsevurdering
710967003|Management of health status after discharge from hospital (procedure)|handtering av helsetilstand etter utskriving frå sjukehus
406147003|Infant massage (regime/therapy)|spedbarnsmassasje
423558004|Neurovascular assessment (procedure)|nevrovaskulær undersøkelse
9601000202104|Management of blood levels (procedure)|håndtering av blodverdier
507811000202106|Bottle feeding with breast milk (regime/therapy)|flaskemating med morsmjølk
417105002|Referral for perinatal home care (procedure)|henvisning til perinatal hjemmebehandling
49730009|Postoperative follow-up, anesthesia (procedure)|postoperativ oppfølging av anestesi
477531000202101|Referral to sexologist (procedure)|henvisning til sexolog
289165000|Restricting food intake (regime/therapy)|restriksjon av matinntak
133922009|Grieving support (regime/therapy)|sorgstøtte
15281000202109|Facilitating temporary discharge (procedure)|tilrettelegging for permisjon
90278001|Secluding patient (procedure)|skjerming
711136008|Count of instruments and sponges (procedure)|telling av utstyr og kompresser
710869004|Support for family coping process (regime/therapy)|støtte mestringsprosess hos pårørende
385689004|Energy conservation management (procedure)|håndtering av energiøkonomisering
710962009|Management of financial circumstance (procedure)|handtering av økonomiske forhold
370822003|Implementation of aseptic technique (procedure)|iverksetting av aseptisk teknikk
1217125005|Assessment of nausea (procedure)|vurdering av kvalme
422834003|Respiratory assessment (procedure)|vurdering av respirasjon
713140006|Management of dehydration (procedure)|håndtering av dehydrering
408939007|Tobacco abuse prevention education (procedure)|undervisning om forebygging av tobakkmisbruk
86395003|Patient referral for family planning (procedure)|tilvising til familieplanleggingsteneste
408934002|Assessment of prevention of harmful pattern of substance use (procedure)|vurdering av førebygging av substansmisbruk
225224008|Exposure - behavior therapy (regime/therapy)|eksponeringsterapi
628081000202106|Assessment of ablility to perform activity of daily living (procedure)|kartlegging av funksjon i aktiviteter i dagliglivet
297471000202109|Informing patient about right to free dental care (procedure)|informering av pasient om rett til gratis tannbehandling
50072001|Monitoring of pulse (regime/therapy)|overvåking av puls
710991007|Monitoring for risk of complications of nurse-controlled analgesia (regime/therapy)|overvaking av risiko for negativ respons på sjukepleiestyrt analgesi
710223006|Initiation of patient controlled analgesia (procedure)|oppstart av pasientstyrt analgesi
710983003|Family education about administration of blood product (situation)|pårørandeundervisning om administrasjon av blodprodukt
710916001|Referral to breastfeeding education class during prenatal period (procedure)|tilvising til gruppeundervisning om amming før fødsel
507751000202100|Assessment of vaginal bleeding (procedure)|vurdering av vaginalblødning
1345171007|Education about housing (procedure)|undervisning om buforhold
598011000202103|Councelling about economy (procedure)|økonomisk veiledning
133899007|Postoperative care (regime/therapy)|postoperativ pleie
710222001|Initiation of nurse controlled analgesia (procedure)|oppstart av sykepleiestyrt analgesi
10051000202100|Referral to further evaluation and/or treatment (situation)|tilvising til vidare vurdering og/eller behandling
410097004|Pacemaker care education (procedure)|undervisning om pacemakerbehandling
15376006|Infant development screening (procedure)|undersøking av spedbarnsutvikling
430253004|Health literacy enhancement (regime/therapy)|fremming av helsekompetanse
710737001|Education about risk reduction technique (procedure)|opplæring om risikoreduserende teknikk
1155839009|Facilitation of activity of daily living (procedure)|tilrettelegging for aktivitet i dagleglivet
385980003|Cardiac rehabilitation management (procedure)|håndtering av hjerterehabilitering
1156704007|Consulting with pharmacist about generic medication (procedure)|konsultasjon med farmasøyt om generisk medisin
414039005|Distraction (procedure)|avledning
598021000202106|Giving encouragement to perform physical activity (procedure)|oppmuntring til fysisk aktivitet
225321003|Anger management training (procedure)|trening i sinnehåndtering
386224005|Bowel incontinence care: encopresis (regime/therapy)|behandling av enkoprese
75118006|Feeding patient (regime/therapy)|etehjelp
1381508003|Use of rapport building technique (procedure)|etablering av rapport
385692000|Fracture care education (procedure)|undervisning om frakturbehandling
133909001|Maintenance of device (procedure)|vedlikehold av utstyr
71192002|Peritoneal dialysis (procedure)|peritonealdialyse
225971008|Liaising with multidisciplinary team (procedure)|samarbeid med tverrfagleg team
425123005|Respiratory therapy surveillance (regime/therapy)|overvåking av respirasjonsbehandling
385705000|Bowel training education (procedure)|undervisning om tarmtrening
710555007|Assessment of spiritual beliefs of family (situation)|vurdering av åndelig tro i familien
424139009|Trial of spontaneous breathing (procedure)|spontan pustetest
711138009|Evaluation of count of instruments and sponges procedure (procedure)|evaluering av prosedyre for telling av kirurgisk utstyr og kompresser
243174005|Weaning from mechanically assisted ventilation (regime/therapy)|respiratoravvenning
709272000|Family education about infection prevention (situation)|pårørendeundervisning om infeksjonsforebygging
405783006|Psychological assessment (procedure)|psykologisk vurdering
8679008|Application of surface transcutaneous neurostimulator (procedure)|bruk av transkutan nevrostimulator
183644000|Surgical follow-up (finding)|kirurgisk oppfølging
53617003|Monitoring of respiration (regime/therapy)|overvaking av respirasjon
711047004|Assessment of preoperative neurological status (procedure)|vurdering av preoperativ nevrologisk status
710913009|Referral to financial service (procedure)|tilvising til økonomisk teneste
713127001|Assessment of alcohol use (procedure)|vurdering av alkoholbruk
507861000202108|Accountability (procedure)|ansvarleggjering
1231389008|Assessment of use of complementary therapy (procedure)|vurdering av bruk av alternativ behandling
733856009|Assessment of caregiver knowledge of instruction manual (situation)|vurdering av omsorgspersons kunnskap om bruksrettleiing
410212001|Tracheostomy care education (procedure)|opplæring i trakeostomistell
388962008|Weight maintenance regimen (regime/therapy)|regime for vektvedlikehald
225314003|Risk management (procedure)|handtering av risiko
710563008|Assessment of risk for impaired nutritional status (procedure)|vurdering av risiko for nedsatt ernæringsstatus
1156338001|Health coaching (regime/therapy)|coaching av pasient
171207006|Depression screening (procedure)|kartlegging for depresjon
1155834004|Stimulation of newborn (procedure)|stimulering av nyfødd
297651000202100|Positioning paient in lithotomy position (procedure)|leiring i litotomileie
710081004|Smoking cessation therapy (regime/therapy)|røykesluttbehandling
713130008|Assessment of diabetic foot ulcer (procedure)|vurdering av diabetisk fotsår
1544381000168104|Assistance with general house cleaning (procedure)|hjelp til reinhald i heimen
710844004|Assessment of death tradition (procedure)|vurdering av tradisjon ved dødsfall
386495004|Vomiting management (regime/therapy)|håndtering av oppkast
710803000|Assistance with mobility (procedure)|mobilitetshjelp
386491008|Values clarification (procedure)|verdiavklaring
284034009|Pulse oximetry monitoring (regime/therapy)|overvåking med pulsoksymeter
710881000|Education about eating pattern (procedure)|undervisning om etemønster
711108003|Informing health care professional of test result (procedure)|informasjon til helsepersonell om prøveresultat
406168002|Dialysis access maintenance (regime/therapy)|vedlikehald av dialysetilgang
13911000202107|Facilitation of intake of nutrients and fluids (procedure)|tilrettelegging for nærings- og væskeinntak
440314008|Education about progressive muscle relaxation technique (procedure)|opplæring om progressiv muskelavslapningsteknikk
15381000202103|Elopement management (procedure)|rømmingshandtering
410197001|Respiratory rate taking education (procedure)|opplæring i telling av respirasjonsfrekvens
410116006|Assessment of fluid volume compliance (procedure)|vurdering av etterlevelse av væskeregime
710076008|Screening for hearing loss (procedure)|undersøking for høyrselstap
1156336002|Escorting subject of care (procedure)|følging av pasient
113148007|Fluid intake encouragement (procedure)|oppmuntring til drikke
710504000|Categorizing surgical wound (procedure)|kategorisering av operasjonssår
710919008|Provision of privacy for spiritual behavior (procedure)|tilrettelegging for privatliv til åndelig utøvelse
315042007|Social support (regime/therapy)|sosial støtte
171410002|Individual general health examination (procedure)|undersøkelse av allmenntilstand
710862008|Assessment of medication supply (procedure)|vurdering av medisinforsyning
386486007|Urinary elimination care (regime/therapy)|pleie ved vannlating
66402002|Peritoneal dialysis education (procedure)|opplæring i peritonealdialyse
710858002|Assessment of knowledge of medication regime (procedure)|vurdering av kunnskap om lækjemiddelregime
1304128005|Verification of identity (procedure)|verifikasjon av identitet
710557004|Assessment of self-efficacy (procedure)|vurdering av mestringstro
225996006|Prevention of pressure injury (procedure)|forebygging av trykksår
226060000|Stress management (procedure)|stresshåndtering
710966007|Management of negative behavior (procedure)|handtering av negativ åtferd
268360001|Visual testing (procedure)|synstest
370801009|Evaluation of postoperative respiratory function (procedure)|vurdering av postoperativ respiratorisk funksjon
710835000|Assessment of attitude toward medication management (procedure)|vurdering av holdning til legemiddelhåndtering
876825002|Administration of parenteral nutrition (procedure)|administrasjon av parenteral ernæring
88381000202105|Information gathering about dietary preferences (procedure)|kartlegging av kostholdspreferanser
713100000|Education about diversional therapy (procedure)|undervisning om avledningsterapi
287871000202106|Conversation (procedure)|samtale
370818008|Identification of expectations of home care (procedure)|avklaring av forventningar til heimeteneste
517881000202104|Outlining of skin change (procedure)|markering rundt hudforandring
183645004|Surgical follow-up - normal (finding)|normal kirurgisk oppfølging
225303001|Evaluating interventions (procedure)|evaluering av intervensjonar
710145000|Promotion of effective bowel elimination (procedure)|fremming av effektiv defekasjon
367871000202102|Assessment of risk for late effects of diabetes mellitus (procedure)|vurdering av risiko for seinkomplikasjonar av diabetes
385956002|Foot care education (procedure)|undervisning om fotstell
733853001|Assessment of caregiver behavior (situation)|vurdering av omsorgsgivers atferd
385873004|Environmental safety management (procedure)|håndtering av miljøsikkerhet
21510004|Care of hair (procedure)|hårstell
709507008|Assessment of readiness for smoking cessation (procedure)|vurdering av om pasient er klar for røykeslutt
278091000202105|Promotion of mobilazation of mucus (procedure)|fremjing av slimmobilisering
710221008|Administration of nurse controlled analgesia (procedure)|administrasjon av sykepleiestyrt smertelindring
1153559002|Education about urinary elimination (procedure)|undervisning om vannlating
385870001|Safety precautions education (procedure)|undervisning om sikkerhetstiltak
710988007|Monitoring of tissue perfusion (regime/therapy)|overvåking av vevsperfusjon
1153454009|Assessment of fluid intake (procedure)|vurdering av væskeinntak
711114005|Facilitation of access to treatment (procedure)|tilrettelegging for tilgang til behandling
713138001|Assistance with mobility in bed (procedure)|hjelp til mobilisering i seng
385855002|Inhalation therapy education (procedure)|undervisning om inhalasjonsbehandling
385872009|Environmental safety education (procedure)|undervisning om miljøtryggleik
710963004|Management of incontinence appliance regime (procedure)|håndtering av inkontinenshjelpemiddel
14766002|Aspiration (procedure)|aspirasjon
710739003|Education of caregiver about toilet training (situation)|undervisning av omsorgsgjever om toalett-trening
225358003|Wound care (regime/therapy)|sårbehandling
15886004|Screening for malignant neoplastic disease (procedure)|kreftscreening
78533007|Irrigation of urinary bladder (procedure)|blæreskyljing
23835007|Electroconvulsive therapy (procedure)|elektrokonvulsiv behandling
710141009|Promotion of caregiver child attachment (procedure)|fremming av tilknytning mellom omsorgsgiver og barn
372032001|Evaluation of wound healing progress (procedure)|vurdering av sårtilheiling
15201000202102|Promoting participation in family therapy (procedure)|fremming av deltakelse i enfamiliegruppe
568061000202104|Measurement of urine volume hourly (procedure)|måling av timediurese
104847001|Oxygen saturation measurement (procedure)|måling av oksygenmetning
709754005|Liaising with religious service (procedure)|samarbeid med religiøs tjeneste
709484001|Assessment of knowledge of environmental safety (procedure)|vurdering av kunnskap om miljøsikkerhet
517801000202106|Councelling about socially acceptable behavior (procedure)|rettleiing om sosialt akseptert åtferd
507901000202104|Promotion of anxiety coping (procedure)|fremjing av angstmeistring
385931008|Edema control assessment (procedure)|vurdering av ødemkontroll
710060004|Management of anxiety (procedure)|håndtering av angst
72027000|Radial pulse taking (procedure)|teljing av radialpuls
710880004|Education about dying process (procedure)|undervisning om dødsprosess
713108007|Provide status report to multidisciplinary team (procedure)|rapportering av status til tverrfaglig team
10431000202102|Assessment during encounter (procedure)|vurdering i møte med helsevesenet
1230176002|Positioning subject in supine position (procedure)|leiring i ryggleie
309056006|Denture care education (procedure)|undervisning om stell av tannprotese
406152008|Admission assessment (procedure)|innkomstvurdering
710709008|Education about sexual behavior (procedure)|undervisning om seksuell åtferd
386515000|Animal-assisted therapy (regime/therapy)|dyreassistert terapi
712555000|Liaising about dietary regime (procedure)|samarbeid om kostholdsregime
709483007|Assessment of knowledge of disease (procedure)|vurdering av kunnskap om sykdom
1156688001|Facilitation of grieving process (procedure)|tilrettelegging for sorgprosess
710979003|Observation of altered perception (regime/therapy)|observasjon av endra persepsjon
710838003|Assessment of barriers to adherence (procedure)|vurdering av hinder for etterlevelse
713148004|Symptom management (procedure)|symptomhåndtering
225967005|Self-care patient education (procedure)|pasientopplæring om eigenomsorg
386234001|Cesarean section care (regime/therapy)|pleie ved keisarsnitt
226010006|Assisting with eating and drinking (procedure)|bistand til spising og drikking
396081009|Adverse drug reaction prevention management (procedure)|håndtering av forebygging av legemiddelbivirkninger
287841000202103|Referral to multidisciplinary team (procedure)|tilvising til tverrfagleg team
337391000202100|Education about prevention of constipation (procedure)|undervisning om forebygging av obstipasjon
1155763009|Referral for respiratory therapy (procedure)|tilvising til respirasjonsbehandling
225417009|Intermittent observation (regime/therapy)|intermitterande observasjon
308451001|Referral to podiatrist (procedure)|henvisning til fotterapeut
710754009|Family education about fall prevention (situation)|pårørandeundervisning om fallførebygging
709258009|Assessment of acceptance of health status (procedure)|vurdering av aksept av helsetilstand
386256003|Delusion management (regime/therapy)|håndtering av vrangforestillinger
710831009|Assessment of adherence to immunization regime (procedure)|vurdering av etterleving av vaksinasjonsprogram
1366004|Inhalation therapy procedure (procedure)|inhalasjonsbehandling
1230179009|Positioning subject in lateral decubitus position (procedure)|leiring i sideleie
710972007|Maintaining fall safety alarm (procedure)|framleis bruk av fallalarm
311677003|Swallowing promotion therapy (regime/therapy)|svelgjefremjande behandling
710829000|Assessment of active range of motion (procedure)|vurdering av aktivt rørsleutslag
278541000202107|Provision of food specially preferred by patient (procedure)|tilbod om ønskjekost
182970005|Pain relief (procedure)|smertelindring
302497006|Hemodialysis (procedure)|hemodialyse
182809008|Renal function monitoring (regime/therapy)|overvåking av nyrefunksjon
308447003|Referral to physiotherapist (procedure)|henvisning til fysioterapeut
710580007|Education about fall prevention (procedure)|undervisning om fallførebygging
370825001|Implementation of protective measures to prevent injury due to laser sources (procedure)|førebygging av laserskade
710140005|Promotion of bowel routine (procedure)|fremming av rutine for defekasjon
711170009|Reinforcement of adherence to physical therapy regimen (procedure)|forsterkning av etterlevelse av fysioterapi
710154002|Promotion of positive psychological status (procedure)|fremjing av positiv psykisk status
293771000119100|History of lower gastrointestinal bleed (situation)|anamnese på blødning i nedre gastrointestinaltraktus
1217461009|Facilitation of ability to communicate about dying process (procedure)|tilrettelegging for samtale om døden
711119000|Facilitation of ability to communicate needs (procedure)|tilrettelegging for å kommunisera behov
427206005|Post fall assessment (procedure)|vurdering etter fall
243094003|Breastfeeding education (procedure)|undervisning om amming
229567009|Intermittent compression therapy (regime/therapy)|intermitterende kompresjonsbehandling
387421000202102|Assistance to balancing activity and rest (procedure)|bistand til å balansere aktivitet og hvile
18151000202102|Facilitation of leisure activity (procedure)|tilrettelegging av fritidsaktivitet
408914003|Parenteral feeding management (procedure)|handtering av parenteral ernæring
710839006|Assessment of cardiac status using monitoring device (procedure)|vurdering av hjertestatus med overvåkningsutstyr
1153456006|Auscultation of abdomen (procedure)|auskultasjon av abdomen
710974008|Prevention of osteoporosis (procedure)|forebygging av osteoporose
386342003|Kangaroo care (regime/therapy)|kenguruomsorg
39543009|Administration of insulin (procedure)|administrasjon av insulin
386489000|Urinary incontinence care: enuresis (regime/therapy)|pleie ved enurese
710337004|Family education about fluid balance (situation)|pårørandeundervisning om væskebalanse
83099006|Manual external cardiac massage with closed chest (procedure)|manuelle brystkompresjonar
707204006|Monitoring of discharge per vagina (regime/therapy)|overvåking av vaginal utflod
1156522008|Education about normal psychological response (procedure)|undervisning om normal psykologisk respons
33879002|Administration of vaccine to produce active immunity (procedure)|vaksinasjon
410239009|Pain control education (procedure)|undervisning om smertekontroll
713099008|Education about fetal development (procedure)|undervisning om fosterutvikling
431340005|Referral to breastfeeding peer support service (procedure)|henvisning til støttegruppe for amming
385696002|Cast care education (procedure)|undervisning om gipsbehandling
710914003|Referral to family therapy (procedure)|tilvising til familieterapi
711121005|Facilitation of family ability to participate in care plan (procedure)|tilrettelegging for at familie kan delta i behandlingsplan
709765000|Evaluation of psychosocial response to instruction (procedure)|vurdering av psykososial respons på opplæring
709514005|Assessment of risk for stoma complication (procedure)|vurdering av risiko for stomikomplikasjon
385902009|Hearing aid care education (procedure)|undervisning om vedlikehold av høreapparat
370883005|Abuse prevention education (procedure)|undervisning om overgrepsførebygging
710059009|Management of withdrawal symptom (procedure)|håndtering av abstinenssymptomer
423687009|Peripheral intravenous catheter care (regime/therapy)|stell av perifert venekateter
386514001|Anger control assistance (procedure)|bistand til sinnekontroll
386435002|Shock management: compromised volume (procedure)|håndtering av hypovolemisk sjokk
713126005|Coordination of case conference (procedure)|koordinering av fagmøte
370792002|Evaluation of environment for home care (procedure)|evaluering av bustad før helsehjelp blir teken imot i heimen
16371000202105|Assessment of confusion (procedure)|vurdering av forvirring
1284866007|Counseling about relaxation technique (procedure)|rettleiing i avslappingsteknikk
384745002|Maintenance of gastrointestinal tract tube (procedure)|stell av enteral sonde
75461000|Infant care education (procedure)|undervisning om spedbarnsomsorg
711027007|Diabetic ulcer care (regime/therapy)|stell av diabetessår
65653002|Pulse taking (procedure)|pulstelling
392155009|Care regimes education (procedure)|undervisning om behandlingsregime
133916000|Role clarification (procedure)|rolleavklaring
710718005|Education about family process (procedure)|undervisning om pårørandeprosess
103699006|Referral to dietitian (procedure)|henvisning til klinisk ernæringsfysiolog
702396006|Childbirth education (procedure)|fødselsundervisning
385898003|Ear care assessment (procedure)|vurdering av ørestell
710845003|Assessment of decision making ability (procedure)|vurdering av avgjerdsevne
1172583004|Promotion of sleep hygiene (procedure)|fremming av søvnhygiene
18161000202104|Liaising with employer (procedure)|samarbeid med arbeidsgiver
711054005|Assessment of risk for falls on admission (procedure)|vurdering av fallrisiko ved innlegging
410171007|Nutrition care education (procedure)|undervisning om ernæringsbehandling
1153470006|Education of parent about trauma therapy (situation)|undervisning av forelder om traumeterapi
716754001|Arterial catheter care management (procedure)|håndtering av stell av arteriekateter
710745006|Family education about device (situation)|pårørendeundervisning om hjelpemiddel
424525001|Antenatal care (regime/therapy)|svangerskapsomsorg
302262007|Memory skills training (regime/therapy)|hukommelsestrening
367861000202106|Nausea prevention (procedure)|førebygging av kvalme
710827003|Education about wound healing (procedure)|undervisning om sårtilheiling
477561000202108|Administration of antiemetic (procedure)|administrasjon av kvalmestillande
297481000202106|Administration of transdermal medical patch (procedure)|administrasjon av medikamentplaster
410293007|Food education, guidance, and counseling (procedure)|veiledning om mat
409022004|Dispensing medication management (procedure)|administrasjon av multidose
710152003|Promotion of adherence to medication (procedure)|fremjing av etterleving av medisinering
711029005|Counseling about breastfeeding (procedure)|ammerådgjeving
717252006|Colostomy care (regime/therapy)|kolostomistell
428632005|Transportation request (procedure)|rekvisisjon av transport
417085003|Postpartum care education (procedure)|undervisning om behandling og pleie etter fødsel
278531000202101|Administration of drug or medicament before surgery (procedure)|administrasjon av preoperativ medikasjon
386419009|Self-awareness enhancement (procedure)|forsterking av sjølvinnsikt
